"","country","points","price","province","variety"
"123163","US",89,28,"Washington","Syrah"
"50950","US",87,30,"California","Pinot Noir"
"76632","US",89,16,"California","Barbera"
"20936","Chile",87,13,"Casablanca Valley","Gewürztraminer"
"102338","Portugal",84,9,"Vinho Verde","Portuguese White"
"37367","France",87,45,"Champagne","Champagne Blend"
"69986","Italy",91,20,"Southern Italy","White Blend"
"92000","US",86,14,"California","Red Blend"
"65302","Italy",89,30,"Tuscany","Sangiovese"
"29075","France",88,22,"Burgundy","Pinot Noir"
"50269","US",84,25,"Oregon","Chardonnay"
"117381","Italy",87,NA,"Sicily & Sardinia","Red Blend"
"3895","US",89,56,"California","Bordeaux-style Red Blend"
"74791","France",82,15,"Bordeaux","Bordeaux-style Red Blend"
"84963","France",90,38,"Languedoc-Roussillon","Rhône-style Red Blend"
"120357","US",84,20,"California","Chardonnay"
"78835","France",87,56,"Champagne","Champagne Blend"
"112257","Argentina",88,9,"Mendoza Province","Malbec"
"89079","US",83,16,"Oregon","Pinot Gris"
"81635","US",85,12,"Oregon","Gewürztraminer"
"83970","Portugal",84,6,"Vinho Verde","Portuguese White"
"90247","US",87,30,"California","Cabernet Sauvignon"
"31797","France",88,24,"Southwest France","Bordeaux-style Red Blend"
"140597","US",87,9,"Washington","Chardonnay"
"110216","US",87,18,"California","Pinot Gris"
"112124","US",83,75,"California","Cabernet Sauvignon"
"14850","Austria",91,30,"Kamptal","Riesling"
"15761","US",90,45,"California","Cabernet Sauvignon"
"136844","Portugal",90,13,"Ribatejo","Portuguese Red"
"35966","Italy",87,16,"Central Italy","Montepulciano"
"118864","US",83,39,"California","Zinfandel"
"19584","Italy",93,70,"Veneto","Corvina, Rondinella, Molinara"
"62613","Argentina",83,15,"Mendoza Province","Cabernet Sauvignon"
"110822","Argentina",85,29,"Mendoza Province","Sauvignon Blanc"
"88959","Italy",88,NA,"Lombardy","Trebbiano di Lugana"
"92614","Italy",86,NA,"Piedmont","Nebbiolo"
"76305","US",92,28,"Washington","Cabernet Franc-Merlot"
"97748","US",88,25,"California","Chardonnay"
"104818","France",93,NA,"Bordeaux","Bordeaux-style White Blend"
"44473","France",90,19,"Provence","Rosé"
"93777","US",83,18,"Missouri","Norton"
"124508","Australia",88,48,"South Australia","Pinot Noir"
"34564","Spain",86,20,"Catalonia","Red Blend"
"71530","Spain",87,18,"Northern Spain","Mencía"
"143668","US",87,16,"Washington","Syrah"
"71865","US",88,25,"California","White Blend"
"7734","Spain",87,13,"Northern Spain","Tempranillo"
"147473","Italy",85,22,"Tuscany","Red Blend"
"11462","US",88,35,"California","Pinot Noir"
"49401","Chile",90,29,"Colchagua Valley","Merlot"
"58933","Germany",84,20,"Nahe","Riesling"
"62476","Spain",84,20,"Northern Spain","Red Blend"
"60926","France",95,350,"Champagne","Champagne Blend"
"143457","US",92,NA,"California","Cabernet Sauvignon"
"48142","Italy",88,20,"Sicily & Sardinia","Vermentino"
"44472","Italy",90,NA,"Piedmont","Barbera"
"41417","Chile",92,20,"Aconcagua Valley","Cabernet Sauvignon"
"117351","France",91,39,"Rhône Valley","Rhône-style Red Blend"
"18467","US",84,25,"California","Chardonnay"
"5266","US",87,13,"California","Pinot Noir"
"144655","Italy",93,80,"Tuscany","Sangiovese"
"105103","US",93,80,"Washington","Red Blend"
"110584","France",91,NA,"Bordeaux","Bordeaux-style White Blend"
"3035","US",95,75,"California","Syrah"
"76264","US",88,25,"Oregon","Pinot Noir"
"66751","France",90,NA,"Bordeaux","Bordeaux-style Red Blend"
"36329","France",87,NA,"Alsace","Riesling"
"78291","Italy",91,65,"Veneto","Corvina, Rondinella, Molinara"
"82803","Italy",90,30,"Tuscany","White Blend"
"95197","France",88,18,"Provence","Rosé"
"72217","Germany",92,100,"Rheinhessen","Riesling"
"144869","US",96,75,"California","White Blend"
"111564","US",84,22,"California","Cabernet Sauvignon"
"13655","Spain",83,17,"Northern Spain","Tinto Fino"
"95896","US",90,20,"Washington","Chardonnay"
"29298","France",90,13,"Southwest France","Bordeaux-style White Blend"
"70140","Italy",89,62,"Tuscany","Sangiovese"
"70462","US",86,20,"California","Riesling"
"96316","US",91,15,"Washington","Merlot"
"106168","France",87,10,"Languedoc-Roussillon","Syrah-Grenache"
"86276","Italy",90,20,"Veneto","Glera"
"14670","US",90,20,"California","Sauvignon Blanc"
"146808","France",88,30,"Rhône Valley","Red Blend"
"120915","Italy",90,26,"Northeastern Italy","Pinot Grigio"
"11763","US",88,65,"California","Cabernet Sauvignon"
"128419","Germany",93,171,"Mosel-Saar-Ruwer","Riesling"
"108698","Portugal",92,29,"Bucelas","Arinto"
"89134","US",88,32,"Oregon","Chardonnay"
"24494","Spain",90,17,"Northern Spain","Tempranillo Blend"
"97252","US",84,20,"California","Chardonnay"
"35682","US",89,42,"California","Pinot Noir"
"106369","Italy",88,12,"Tuscany","Red Blend"
"148335","US",89,32,"California","Chardonnay"
"58765","US",89,30,"Washington","Red Blend"
"69542","Argentina",82,21,"Mendoza Province","White Blend"
"97827","US",89,18,"Washington","Red Blend"
"94373","US",85,25,"New York","Bordeaux-style Red Blend"
"61438","Germany",88,17,"Mosel-Saar-Ruwer","Riesling"
"129023","US",85,25,"California","Zinfandel"
"12937","France",92,30,"Alsace","Pinot Gris"
"107904","Austria",88,15,"Wagram-Donauland","Grüner Veltliner"
"37304","Italy",92,40,"Northeastern Italy","Müller-Thurgau"
"50639","Italy",87,20,"Veneto","Corvina, Rondinella, Molinara"
"48449","Chile",88,23,"Limarí Valley","Chardonnay"
"67796","US",83,20,"California","Cabernet Sauvignon"
"41315","France",90,NA,"Bordeaux","Bordeaux-style Red Blend"
"105372","Spain",84,13,"Central Spain","Tempranillo"
"100249","US",86,55,"California","Cabernet Sauvignon"
"145997","US",89,40,"California","Cabernet Sauvignon"
"71087","US",88,25,"California","Chardonnay"
"95937","US",89,30,"Washington","Red Blend"
"113331","US",85,10,"California","Sauvignon Blanc"
"32325","US",88,60,"California","Pinot Noir"
"13221","US",86,19,"Oregon","Viognier"
"13262","Italy",89,40,"Veneto","Corvina, Rondinella, Molinara"
"118512","US",84,13,"California","Chardonnay"
"114486","US",89,44,"California","Chardonnay"
"54534","France",86,16,"Burgundy","Chardonnay"
"105379","Spain",84,NA,"Northern Spain","Tempranillo Blend"
"113488","Chile",90,25,"Curicó Valley","Gewürztraminer"
"97449","France",89,39,"Burgundy","Chardonnay"
"113839","Chile",92,70,"Rapel Valley-Casablanca Valley","Red Blend"
"12790","US",89,65,"Oregon","Pinot Noir"
"134610","Australia",83,16,"Western Australia","Sémillon"
"88371","France",88,NA,"Alsace","Riesling"
"132575","Italy",90,50,"Tuscany","Red Blend"
"18307","Spain",85,12,"Catalonia","Rosé"
"123124","Italy",87,NA,"Tuscany","Sangiovese Grosso"
"37268","US",88,22,"California","Petite Sirah"
"46515","US",83,37,"California","Sauvignon Blanc"
"24872","France",89,14,"Languedoc-Roussillon","Carignan"
"47573","US",89,125,"California","Cabernet Sauvignon"
"100175","US",92,75,"Oregon","Pinot Noir"
"124751","US",86,28,"Washington","Red Blend"
"9575","Israel",86,40,"Judean Hills","Cabernet Sauvignon"
"142209","US",85,60,"California","Cabernet Sauvignon"
"140447","Spain",90,20,"Northern Spain","Tempranillo Blend"
"132036","Italy",88,30,"Piedmont","Barbera"
"109731","US",92,28,"California","Chardonnay"
"2710","Slovenia",89,15,"Goriska Brda","White Blend"
"131478","New Zealand",93,NA,"Hawke's Bay","Bordeaux-style Red Blend"
"52140","Argentina",87,12,"Other","Pinot Noir"
"26281","Spain",82,9,"Catalonia","Sparkling Blend"
"147625","Romania",84,10,"Tarnave","Muskat Ottonel"
"15459","US",85,24,"California","Petite Sirah"
"92955","France",95,NA,"Bordeaux","Bordeaux-style Red Blend"
"50735","Australia",89,75,"Victoria","Red Blend"
"89859","US",87,24,"California","Zinfandel"
"2496","France",88,15,"Southwest France","Red Blend"
"82787","US",88,16,"New York","Riesling"
"41692","US",89,25,"California","Pinot Noir"
"148372","Italy",86,9,"Northeastern Italy","Pinot Grigio"
"80706","Italy",92,45,"Tuscany","Sangiovese Grosso"
"38087","US",89,30,"Washington","Cabernet-Syrah"
"23342","Spain",86,15,"Northern Spain","Tempranillo"
"50507","Italy",87,25,"Sicily & Sardinia","White Blend"
"90352","US",88,36,"California","Syrah"
"54989","Italy",90,50,"Sicily & Sardinia","Red Blend"
"51176","US",80,12,"California","Malbec"
"93675","Italy",87,30,"Tuscany","Colorino"
"67528","New Zealand",87,NA,"Hawke's Bay","Syrah"
"1766","France",90,30,"Loire Valley","Sauvignon Blanc"
"137471","Chile",90,18,"Lontué Valley","Malbec"
"51999","Italy",88,NA,"Sicily & Sardinia","Viognier"
"5755","Germany",88,11,"Pfalz","Gewürztraminer"
"146957","Australia",86,12,"South Australia","Shiraz"
"141797","US",85,12,"California","Merlot"
"80578","US",86,30,"Washington","Bordeaux-style Red Blend"
"70628","US",85,15,"California","Sauvignon Blanc"
"80781","Greece",84,36,"Florina","Red Blend"
"126063","Spain",88,25,"Northern Spain","Tempranillo"
"118028","US",88,24,"Washington","Merlot"
"22168","Spain",90,34,"Northern Spain","Tempranillo"
"135631","Spain",92,87,"Catalonia","Red Blend"
"117978","Italy",89,40,"Piedmont","Nebbiolo"
"38962","US",94,60,"California","Pinot Noir"
"75938","Argentina",84,17,"Mendoza Province","Malbec"
"26298","France",99,385,"Champagne","Champagne Blend"
"123823","Italy",90,NA,"Sicily & Sardinia","Vermentino"
"17319","Italy",92,63,"Tuscany","Sangiovese"
"123469","US",85,28,"California","Pinot Noir"
"46421","Argentina",85,11,"Mendoza Province","Malbec"
"142655","France",86,7,"Languedoc-Roussillon","Syrah"
"83454","Italy",83,NA,"Veneto","Corvina, Rondinella, Molinara"
"23258","Italy",88,NA,"Veneto","Corvina, Rondinella, Molinara"
"115036","Italy",91,44,"Tuscany","Sangiovese"
"46664","Italy",87,36,"Tuscany","Sangiovese"
"97428","Italy",88,27,"Southern Italy","Uva di Troia"
"24694","US",90,39,"California","Chardonnay"
"8754","New Zealand",89,30,"Gisborne","Chardonnay"
"106651","US",88,45,"Oregon","Pinot Noir"
"83343","Chile",85,12,"Colchagua Valley","Pinot Noir"
"87707","Italy",90,18,"Tuscany","Syrah"
"148875","US",88,24,"Washington","Cabernet Franc"
"120707","France",82,10,"Beaujolais","Gamay"
"30466","US",93,47,"Washington","Syrah"
"26736","US",93,76,"California","Bordeaux-style Red Blend"
"109706","France",92,NA,"Bordeaux","Bordeaux-style White Blend"
"97658","US",91,35,"California","Cabernet Sauvignon"
"70915","France",89,24,"Bordeaux","Sauvignon Blanc"
"33224","US",90,50,"California","Syrah"
"41393","US",87,50,"California","Pinot Noir"
"51396","Austria",89,13,"Burgenland","Muskat Ottonel"
"108182","US",94,50,"Washington","Merlot"
"145188","US",89,24,"Washington","Syrah"
"68948","Argentina",84,18,"Other","Cabernet Sauvignon-Cabernet Franc"
"102874","US",86,25,"New York","Chardonnay"
"50582","Chile",88,23,"Limarí Valley","Syrah"
"26841","France",92,69,"Champagne","Champagne Blend"
"60483","US",83,26,"California","Grenache"
"134575","US",88,40,"California","Zinfandel"
"125289","Italy",87,NA,"Veneto","Prosecco"
"90911","US",86,16,"California","White Blend"
"150642","France",88,10,"Rhône Valley","Rhône-style Red Blend"
"84799","US",91,35,"California","Sauvignon Blanc"
"137436","Italy",90,NA,"Tuscany","Sangiovese Grosso"
"36184","Argentina",86,25,"Mendoza Province","Red Blend"
"78394","France",88,NA,"Bordeaux","Bordeaux-style Red Blend"
"3216","Italy",90,37,"Northeastern Italy","Pinot Bianco"
"127542","US",84,38,"California","Bordeaux-style Red Blend"
"83083","Germany",85,11,"Mosel","Riesling"
"132244","US",87,26,"California","Chardonnay"
"7314","Spain",93,195,"Northern Spain","Tempranillo Blend"
"116266","US",88,30,"California","Syrah"
"105853","Chile",87,13,"Elqui Valley","Sauvignon Blanc"
"55990","Germany",89,44,"Mosel-Saar-Ruwer","Riesling"
"77708","France",88,NA,"Bordeaux","Bordeaux-style Red Blend"
"14810","US",94,45,"California","Pinot Noir"
"150403","Italy",86,20,"Tuscany","Sangiovese"
"140028","Italy",88,18,"Tuscany","Sangiovese"
"114849","Italy",86,NA,"Northeastern Italy","Chardonnay"
"75475","Italy",85,15,"Veneto","Glera"
"34544","US",87,30,"California","Cabernet Sauvignon"
"133674","US",84,19,"California","Pinot Noir"
"63228","US",84,8,"California","Cabernet Sauvignon"
"119676","US",94,110,"California","Pinot Noir"
"28454","Portugal",89,NA,"Douro","Portuguese White"
"72867","US",86,25,"California","Pinot Noir"
"102934","Australia",90,18,"Victoria","Muscat"
"42923","New Zealand",93,79,"Central Otago","Pinot Noir"
"44693","France",85,NA,"Provence","Rosé"
"107066","Italy",91,60,"Veneto","Corvina, Rondinella, Molinara"
"3579","France",89,90,"Burgundy","Chardonnay"
"106777","France",96,NA,"Bordeaux","Bordeaux-style Red Blend"
"97183","France",85,10,"Southwest France","Sauvignon Blanc"
"25947","US",85,32,"California","Pinot Noir"
"142287","US",88,20,"Washington","Sparkling Blend"
"9529","Italy",88,23,"Sicily & Sardinia","Red Blend"
"109373","US",87,28,"Washington","Syrah"
"3786","Italy",89,27,"Northeastern Italy","Gewürztraminer"
"81072","France",84,16,"Bordeaux","Bordeaux-style Red Blend"
"137987","Israel",84,13,"Shomron","Sauvignon Blanc"
"29292","US",90,28,"Oregon","Pinot Gris"
"48148","Chile",88,13,"Central Valley","Carmenère"
"51433","US",94,100,"California","Pinot Noir"
"50635","US",87,79,"California","Pinot Noir"
"76241","Italy",87,27,"Piedmont","Nebbiolo"
"51157","Spain",82,11,"Central Spain","Verdejo-Viura"
"49319","South Africa",87,15,"Paarl","Pinotage"
"2525","Portugal",91,20,"Alentejano","Portuguese Red"
"139759","US",92,52,"California","Red Blend"
"107915","Italy",90,75,"Veneto","Corvina, Rondinella, Molinara"
"64480","US",82,20,"California","Cabernet Sauvignon"
"123283","Italy",89,23,"Piedmont","Barbera"
"29799","Italy",85,NA,"Veneto","Glera"
"15969","Austria",89,22,"Vienna","Riesling"
"123097","Italy",92,NA,"Tuscany","Red Blend"
"116009","US",89,40,"California","Syrah"
"29044","Italy",86,15,"Northeastern Italy","Moscato Giallo"
"76122","US",95,140,"California","Cabernet Sauvignon"
"18888","Italy",85,10,"Sicily & Sardinia","Fiano"
"73336","US",87,35,"California","Cabernet Franc"
"21733","US",93,20,"Washington","Riesling"
"113012","US",81,12,"California","Pinot Noir"
"7093","US",87,32,"California","Chardonnay"
"39072","US",90,14,"California","Chardonnay"
"114448","US",95,55,"Washington","Syrah"
"149751","US",87,13,"California","Chardonnay"
"104235","Italy",87,50,"Central Italy","Montepulciano"
"92996","US",84,20,"Oregon","Sangiovese"
"124615","Chile",90,82,"Apalta","Syrah"
"20453","US",85,29,"Oregon","Pinot Noir"
"63983","France",90,17,"Rhône Valley","Rhône-style Red Blend"
"112835","US",82,17,"Washington","Syrah"
"133908","France",90,30,"Bordeaux","Bordeaux-style Red Blend"
"92635","Italy",86,19,"Piedmont","Cortese"
"74319","US",90,24,"New York","Merlot"
"71359","US",89,18,"Washington","Syrah"
"101030","US",87,15,"California","Sauvignon Blanc"
"140767","US",87,38,"California","Cabernet Sauvignon"
"68787","US",86,18,"California","Zinfandel"
"36137","US",83,25,"Washington","Syrah"
"87905","France",89,NA,"Burgundy","Chardonnay"
"44242","Austria",88,NA,"Niederösterreich","Grüner Veltliner"
"134579","Portugal",88,13,"Estremadura","Cabernet Sauvignon"
"81230","US",89,26,"California","Barbera"
"97532","US",83,12,"California","Tempranillo"
"132645","France",92,NA,"Bordeaux","Bordeaux-style Red Blend"
"55824","France",91,NA,"Bordeaux","Bordeaux-style Red Blend"
"139192","Germany",88,17,"Rheingau","Riesling"
"54577","US",83,15,"California","Chardonnay"
"114068","New Zealand",84,20,"Hawke's Bay","Pinot Noir"
"131101","US",89,50,"California","Bordeaux-style Red Blend"
"38148","Spain",90,24,"Northern Spain","Tinta de Toro"
"109628","Spain",85,10,"Galicia","White Blend"
"68983","Portugal",91,17,"Douro","Portuguese Red"
"39335","US",86,50,"California","Petite Verdot"
"82043","France",85,12,"Bordeaux","Bordeaux-style White Blend"
"55567","Italy",89,NA,"Tuscany","Sangiovese Grosso"
"37415","US",88,25,"California","Viognier"
"41688","US",89,45,"California","Pinot Noir"
"123526","Italy",90,41,"Central Italy","Sangiovese"
"18495","Italy",86,NA,"Veneto","Corvina, Rondinella, Molinara"
"64433","US",86,13,"California","Zinfandel"
"17151","Spain",86,21,"Northern Spain","Cabernet Sauvignon-Merlot"
"139919","US",89,36,"Washington","Merlot"
"110683","Germany",88,14,"Rheinhessen","Scheurebe"
"85805","US",89,25,"Washington","Cabernet Sauvignon"
"65176","US",82,25,"California","Cabernet Sauvignon"
"4064","Italy",87,70,"Tuscany","Syrah"
"43073","Italy",86,13,"Veneto","Glera"
"118085","US",87,14,"California","Pinot Grigio"
"27718","US",89,22,"California","White Blend"
"26191","US",83,7,"California","Merlot"
"121445","Portugal",91,13,"Lisboa","Touriga Nacional"
"134337","Australia",84,8,"Australia Other","Semillon-Sauvignon Blanc"
"18964","France",91,20,"Southwest France","Bordeaux-style Red Blend"
"3243","US",89,20,"Oregon","Pinot Noir"
"51696","Spain",88,18,"Catalonia","Sparkling Blend"
"74394","France",90,15,"Bordeaux","Bordeaux-style Red Blend"
"146537","US",87,75,"California","Bordeaux-style Red Blend"
"28828","Spain",94,66,"Northern Spain","Tempranillo"
"13210","France",86,15,"Southwest France","Bordeaux-style Red Blend"
"52396","Chile",85,16,"Central Valley","Carmenère"
"66219","Austria",91,NA,"Südsteiermark","Sauvignon Blanc"
"141230","Australia",86,40,"New South Wales","Shiraz"
"91069","US",85,12,"California","Zinfandel"
"13654","Italy",83,NA,"Tuscany","Sangiovese"
"72364","Czech Republic",87,15,"Moravia","Rivaner"
"85727","US",87,26,"California","Cinsault"
"10564","Italy",90,26,"Tuscany","Red Blend"
"14515","Italy",90,32,"Northeastern Italy","White Blend"
"5460","US",88,29,"California","Pinot Noir"
"75717","France",94,NA,"Bordeaux","Bordeaux-style Red Blend"
"11530","Australia",90,35,"South Australia","Riesling"
"149622","Australia",84,10,"Western Australia","Sauvignon Blanc"
"11100","Germany",93,55,"Rheingau","Riesling"
"71811","Spain",82,10,"Levante","Red Blend"
"19461","US",94,46,"California","Syrah"
"121861","Portugal",84,NA,"Port","Port"
"133831","France",89,NA,"Bordeaux","Bordeaux-style Red Blend"
"122860","Italy",87,15,"Tuscany","Sangiovese"
"109614","US",90,75,"California","Cabernet Sauvignon"
"47696","Germany",89,17,"Mosel-Saar-Ruwer","Riesling"
"108106","US",93,45,"California","Chardonnay"
"137900","US",86,25,"California","Chardonnay"
"16668","Italy",90,19,"Sicily & Sardinia","Red Blend"
"121694","Chile",88,14,"Rapel Valley","Carmenère"
"120027","US",91,35,"California","Syrah"
"14100","Argentina",89,30,"Mendoza Province","Cabernet Sauvignon"
"112484","US",84,36,"California","Petite Sirah"
